"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","Создание брони с additionalneeds","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestCreateBooking","test_create_booking","",""
"","24","Удаление брони и проверка недоступности","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","16","Обновление с неверным токеном","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","35","Использование токена для защищённого запроса","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestAuth","test_auth","",""
"","28","Запрос без токена к защищённому эндпоинту","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestAuth","test_auth","",""
"","21","Валидация схемы после обновления","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","27","Проверка заголовков ответа","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestGetBooking","test_get_booking","",""
"","60","Время < 2000 мс для всех эндпоинтов","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestValidation","test_validation","",""
"","19","Получение всех броней","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestGetBooking","test_get_booking","",""
"","7","Отправить невалидный JSON","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestValidation","test_validation","",""
"","72","Полный цикл бронирования: авторизация → создание → обновление → удаление","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestE2E","test_e2e","",""
"","23","Повторное удаление уже удалённой брони","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","21","Получение существующей брони по ID","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestGetBooking","test_get_booking","",""
"","16","Обновление без токена","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","86","Два раза POST /auth → оба токена работают","tests","Tue Jun 02 12:50:12 UTC 2026","passed","Tue Jun 02 12:50:12 UTC 2026","TestPerformance","test_perf","",""
"","16","Удаление брони без токена","tests","Tue Jun 02 12:50:11 UTC 2026","passed","Tue Jun 02 12:50:11 UTC 2026","TestDeleteBooking","test_delete_booking","",""
