"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","126","Проверка времени ответа","tests","Tue Jun 02 03:57:33 UTC 2026","passed","Tue Jun 02 03:57:33 UTC 2026","TestGetBooking","test_get_booking","",""
"","43","Фильтрация по lastname","tests","Tue Jun 02 03:57:33 UTC 2026","passed","Tue Jun 02 03:57:33 UTC 2026","TestGetBooking","test_get_booking","",""
"","168","Повторное удаление уже удалённой брони","tests","Tue Jun 02 03:57:32 UTC 2026","passed","Tue Jun 02 03:57:32 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","41","Создание брони с минимальными полями","tests","Tue Jun 02 03:57:31 UTC 2026","passed","Tue Jun 02 03:57:31 UTC 2026","TestCreateBooking","test_create_booking","",""
"","129","PATCH: обновление только totalprice","tests","Tue Jun 02 03:57:35 UTC 2026","passed","Tue Jun 02 03:57:35 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","150","Создание брони с превышением лимита lastname","tests","Tue Jun 02 03:57:31 UTC 2026","passed","Tue Jun 02 03:57:31 UTC 2026","TestCreateBooking","test_create_booking","",""
"","136","Валидация схемы после обновления","tests","Tue Jun 02 03:57:35 UTC 2026","passed","Tue Jun 02 03:57:35 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","44","Валидация формата токена","tests","Tue Jun 02 03:57:30 UTC 2026","passed","Tue Jun 02 03:57:30 UTC 2026","TestAuth","test_auth","",""
"","347","Время < 2000 мс для всех эндпоинтов","tests","Tue Jun 02 03:57:36 UTC 2026","passed","Tue Jun 02 03:57:36 UTC 2026","TestValidation","test_validation","",""
"","84","Обновление несуществующей брони","tests","Tue Jun 02 03:57:34 UTC 2026","passed","Tue Jun 02 03:57:34 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","85","Удаление брони с неверным токеном","tests","Tue Jun 02 03:57:32 UTC 2026","passed","Tue Jun 02 03:57:32 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","354","Полный цикл бронирования: авторизация → создание → обновление → удаление","tests","Tue Jun 02 03:57:32 UTC 2026","passed","Tue Jun 02 03:57:32 UTC 2026","TestE2E","test_e2e","",""
"","85","Фильтрация по датам (checkin/checkout)","tests","Tue Jun 02 03:57:33 UTC 2026","failed","Tue Jun 02 03:57:33 UTC 2026","TestGetBooking","test_get_booking","",""
"","41","Отправить невалидный JSON","tests","Tue Jun 02 03:57:36 UTC 2026","passed","Tue Jun 02 03:57:36 UTC 2026","TestValidation","test_validation","",""
"","84","Удаление брони без токена","tests","Tue Jun 02 03:57:32 UTC 2026","passed","Tue Jun 02 03:57:32 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","134","Обновление с изменением дат","tests","Tue Jun 02 03:57:35 UTC 2026","passed","Tue Jun 02 03:57:35 UTC 2026","TestUpdateBooking","test_update_booking","",""
