"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9","Проверка таймаута запроса","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestValidation","test_validation","",""
"","26","PATCH: обновление только totalprice","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","11","Получение несуществующей брони по ID","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","25","PATCH: обновление только depositpaid","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","14","Фильтрация по firstname","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","66","Проверка заголовка Content-Type","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestValidation","test_validation","",""
"","25","Удаление брони с неверным токеном","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","127","Два раза POST /auth → оба токена работают","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestPerformance","test_perf","",""
"","26","Проверка тела ответа при удалении брони","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","44","Использование неверного токена","tests","Tue Jun 02 12:12:36 UTC 2026","passed","Tue Jun 02 12:12:36 UTC 2026","TestAuth","test_auth","",""
"","14","Создание брони с пустым firstname","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","36","Проверка времени ответа","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","14","Получение токена с несуществующим пользователем","tests","Tue Jun 02 12:12:36 UTC 2026","passed","Tue Jun 02 12:12:36 UTC 2026","TestAuth","test_auth","",""
"","11","Удаление несуществующей брони","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","13","Создание брони с additionalneeds","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","14","Создание брони с checkout раньше checkin","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","26","Обновление с невалидными данными","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","27","Полное обновление брони (PUT) с токеном","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","110","Замер времени 10 GET-запросов подряд","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestPerformance","test_perf","",""
"","15","Создание валидной брони","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","28","Получение существующей брони по ID","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","86","Время < 2000 мс для всех эндпоинтов","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestValidation","test_validation","",""
"","29","Валидация схемы после обновления","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","22","Валидация схемы ответа списка броней","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestValidation","test_validation","",""
"","13","Получение всех броней","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","61","Запрос к защищённому эндпоинту без токена","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestValidation","test_validation","",""
"","20","Валидация формата токена","tests","Tue Jun 02 12:12:36 UTC 2026","passed","Tue Jun 02 12:12:36 UTC 2026","TestAuth","test_auth","",""
"","24","Фильтрация по датам (checkin/checkout)","tests","Tue Jun 02 12:12:37 UTC 2026","failed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","37","Проверка заголовков ответа","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
"","10","Обновление несуществующей брони","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","26","Частичное обновление брони (PATCH) с токеном","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","40","Запрос без токена к защищённому эндпоинту","tests","Tue Jun 02 12:12:36 UTC 2026","passed","Tue Jun 02 12:12:36 UTC 2026","TestAuth","test_auth","",""
"","24","Обновление без токена","tests","Tue Jun 02 12:12:38 UTC 2026","passed","Tue Jun 02 12:12:38 UTC 2026","TestUpdateBooking","test_update_booking","",""
"","27","Проверка, что созданная бронь доступна по GET","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","35","Повторное удаление уже удалённой брони","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","16","Валидация схемы созданной брони","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestCreateBooking","test_create_booking","",""
"","24","Удаление брони без токена","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestDeleteBooking","test_delete_booking","",""
"","97","Полный цикл бронирования: авторизация → создание → обновление → удаление","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestE2E","test_e2e","",""
"","12","Фильтрация по lastname","tests","Tue Jun 02 12:12:37 UTC 2026","passed","Tue Jun 02 12:12:37 UTC 2026","TestGetBooking","test_get_booking","",""
